takeoff,takeoff_no,landing,duration,distance,competitors_no,result_place,date,desc,max_alt,max_lift,glider
Ambrož,1,"",68,-nan,null,null,"2000-04-16",Pobral sem z zgornjega štarta in odletel proti zvohu od tu pa čez možjanco na potoško kjer je blo zelo dobr. 5+ proti julicem je bilo vse zaprto kasneje zelo močan vetr.,2000,5.3,stratus
Gozd,1,"",98,30600,null,null,"2000-04-17",Prvič z novim padalom. Zelo dobro vreme. Super občutki. Z gozda  na Krvavc in nazaj.,2587,7.8,Stratus 2
Ambrož,1,"",150,56740,null,null,"2000-04-20",Precej močan sever zelo nekonvecionalčno letenje. Letela sva z Anžurjem ki sem ga peljal kot otroka na izlet. Na koncu je on dosegel rateče jaz pa ne.,2950,7,Stratus 2
Golte Keber,1,"",360,1.165e+05,null,null,"2000-04-21",Dvojni državni rekord. Leteli smo od Golt na Martulk za državni rekord na cilj potem sem nadaljeval plet do rateč kejr sem poizkusil prečkati Vršič a mi ni uspelo nato sem pobral na 2900 in letel ob mangartu v italijo v kuk cucco  115km,3177,6.6,Stratus 2
Kobala,1,"",150,40000,null,null,"2000-04-22",Napoved trikotnika ustavl se mi je na zadnji stranici ko sem letel iz kluž na javorščka. Z gregatom sva prišla kampirat v tolmin za dva dni. On je odletel v italijo 62km.,2774,6.3,Stratus 2
Kobala,1,"",195,60000,null,null,"2000-04-23",poizkus iztega trikotnika vreme je slabše svoh stbri zelo razrukani močan zahodnik in zelo majhne višine glede na prejšni dan. Zato se na kobaruškem stolu odločim da grem naprej v italijo in nazaj z povratkom. Zaradi zahodnika ne morem preskočit mt Majjoreta in se vrnem na kobalo kjer sem tudi pristal. Nenapovedan povratek 60km,2134,6.1,Stratus 2
Zabočevo,1,"",150,35000,null,null,"2000-04-25",Z Erzotom sva startala zelo pozn a sva se kljub temu odpeljala proti dolenski meni je zmankalo 20km do novega mesta. Pristal sem v neki vasi kjer nisem vedel kje sem ne nič tako da je neka punca razložila erzotu kako naj me pride pobrat.,2250,4.5,Stratus 2
Abrož,1,"",60,-nan,null,null,"2000-04-26",Z Maretom in Domnom smo misll it v Avstrijo pa so bile zelo nizke baze. Z maretom sva startala ze ob 11:00 in jadrala eno uro ter pristala nazaj pri ambrožarju.,null,3,Stratus 2
Ambrož,1,"",90,-nan,null,null,"2000-04-27",Z gregatom sva napovedala trikotnik sam sem letel v ojstrico a ni bilko kakih posebnih višin.,1900,4.6,Stratus 2
Golte,1,"",30,-nan,null,null,"2000-05-01",Dirka na Golteh je odpadla zaradi velike nevarnosti neviht. Nekateri smo mal letel.,null,3.8,Stratus 2
Zavrh,1,"",30,-nan,null,null,"2000-05-02",Po peti uri smo šli na zavrh ker smo bli tečni cel dan je bilo zelo nevihtno.,null,2,Stratus 2
Ambroz,1,"",90,-nan,null,null,"2000-05-05",Z grega tom sva sla na Krisko pa nazaj zelose je pokrival tako da sem jest pristal ko sem obrnu krisko v predvoru greag pa  v trsteniku.,null,null,Stratus 2
Gozd,1,"",120,-nan,null,null,"2000-05-06",Z jurijem sva testirala gas super sva letela na Ambroza in nazaj zelo velik razvoj oblakov odlično letenje.,null,4,Stratus 2
Zavrh,1,"",60,-nan,null,null,"2000-05-07",Z erzotom pozno popoldne saj je prej padal dež bil je veter tako da sva se na veter odpeljala domov.,null,null,Stratus 2
Krizka,1,"",180,80000,80,(2-28),"2000-05-14",Super dirka DisciplinaStart krizka Možjanca Marker hotel bor- valvazor - cilj. Bil sem skoz v vodilni skupini veliko časa celo sam. V cilj sem priletel drugi s tem da sem pristal 2m od cilja. Odlično sem letu.,2200,5,Stratus 2
Sorca,1,"",240,92100,null,null,"2000-05-15",Jest Roman Razo Tomi Erzo Pavlič Smo letel z povratkom. Sorca Marija S Sorca. Roman in tomi Mali verh. Vreme precej turbolentno.,null,null,Stratus 2
Kobala,1,"",197,68800,"80+",2,"2000-05-21",dp,2125,6,Stratus 2
Kobala,1,"",299,78500,"80+",7,"2000-05-23",dp,2602,5.7,Stratus 2
Kobala,1,"",340,83500,"80+",5,"2000-05-24",dp,2069,6.9,Stratus 2
Kobala,1,"",202,69000,"80+",9,"2000-05-25",dp skupno drugi,1849,5.6,Stratus 2
Kobala,1,"",293,78100,"80+",4,"2000-05-26",dp skupno prvi,2005,6.1,Stratus 2
Kobala,1,"",209,55200,"80+",30,"2000-05-27",dp  skupno 2 open skupno tretji,1885,6,Stratus 2
Zavrh,1,"",40,-nan,null,null,"2000-05-28","",null,1,Stratus 2
Ambrož,2,"",40,-nan,null,null,"2000-06-03",Foto sesion,1700,3,Stratus 2
Sorca,1,"",20,-nan,null,null,"2000-06-04",Bi šli u prelet pa smo preveč zmaztran,1700,3,Stratus 2
Kobala,1,"",296,97370,null,null,"2000-06-10",Za tristo pik Kobala - Mali verh - kobala Polet sem nadaljeval proti sorci. Na sorci pa me je ujela ploha tako da sem moral pobegnt dol.,2486,5,Stratus 2
Ambroz,1,"",120,-nan,null,null,"2000-06-17",Dirrka je bila skenslana,null,null,Stratus 2
Ambroz,1,"",160,-nan,null,slab,"2000-06-18",na tej dirki sem zajebal vse,null,null,Stratus 2
Sorca,1,"",327,1.1e+05,null,null,"2000-06-19",Z Razotom in Pavličem smo letel Sorca Italija Sorca, sorca lajnar mali vrh vremenarska postaja, sorca lajnar pristanek vas,2420,6.3,Stratus 2
Lukini,1,"",60,-nan,null,null,"2000-06-19","",null,null,Stratus 2
Kobala,1,"",320,50000,null,null,"2000-06-20",z ERZOTOM SVA LETELA TRIKOTNIK . Krn vas - marija snežna - Kluže -vas kern. Pihal je zahodni veter baze pa so bile zelo nizke. Max višina 1860m. Erzo je na Klužah scuru jest sem se pa rešu na svinaku odkoder sem se komej vrnil na rombon.,1860,5.4,Stratus 2
Zabočevo,1,"",81,-nan,null,null,"2000-06-26",Super jadranje na zabočevem,2540,5.5,Stratus 2
Barje,1,"",103,-nan,null,null,"2000-06-27",paramotor,2229,5.8,Stratus 2
Barje,1,"",60,-nan,null,null,"2000-06-28",paramotor,null,null,Stratus 2
MurskaSobota,1,"",60,-nan,null,null,"2000-06-29",paramotor,null,null,Stratus 2
Maribor,1,"",60,-nan,null,null,"2000-06-30",paramotor,null,null,Stratus 2
Kriška,1,"",149,-nan,83,29,"2000-07-01",Češko prvenstvo. Zjurijem prvi na markerju in najvišji.Zelo dobro letel. Na kriški se odločil da grem v hribe. Pobral kofce a zaradi zelo močnega zahodnika nisem uspel stišat begunšice.,2133,6.2,Stratus 2
Kriška,1,"",127,43000,83,5,"2000-07-02",Vodli celotno dirko. Na dobrči pa je pobralo poleg prve še celi drugi in tretji skupini. Šele uro za nami so začeli spet nekateri letet v cilj.,1843,5.8,Stratus 2
Kriška,1,"",207,49000,83,4,"2000-07-03",Zelo močan veter ful gas precej pomaga.,2200,5.7,Stratus 2
Kriška,1,"",250,84000,83,4,"2000-07-06",Super dirka z jurijem sv sla na prvi marker od štirih in pristala 23min pred naslednjim med nama je bilo 4sekunde razlike. Kriska- jakob- Dovje- senično.,2200,6.8,Stratus 2
Kriška,1,"",60,44000,83,4,"2000-07-07",Zadnja dirka na Češkem Openu. Super sem letel klub slabosti. Skoraj bi zmagal saj sem imel na Ambrožu vsaj 15min prednosti.,null,null,Stratus 2
Hom,1,"",5,-nan,null,null,"2000-07-15",Liga odpadla pa smo sli na hom nad Murkijovo vasjo.,null,null,Stratus 2
Priznica,1,"",120,-nan,null,null,"2000-07-20",Super jadranje prevrtal sem bazo. Ven sem se odpeljal na 2912m ko mi je začel zurljat po gurtnah. Potem me je zadel  čudovit pogled, oblakov in pokrajine pod menoj,. Tako sem se vozil nad oblaki in med oblaki  vsaj uro in pol. To je bila ena boljših dogodivščin letos.,2900,null,Stratus 2
Kobala,1,"",30,-nan,null,null,"2000-07-22",Scuru pod vodjem vrhom ker se je zaprlo. Nato sem šel od jonsona peš na mrzli vrh in dol. Odspodaj sem se še kopal pod slapom.,null,null,Stratus 2
Ambroz,1,"",10,-nan,null,null,"2000-07-23","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-01","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-02","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-03","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-04","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-05","",null,null,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-06","",null,null,Stratus 2
Wang,1,"",240,80000,null,null,"2000-08-07",Leteli smo kvadrat dolžine 80km okoli najvišjih hribov v nemčiji. Do predzanje obratne sem bil v prvi skupini. Super letenje višina dneva 3800m.,3800,7,Stratus 2
Wang,1,"",60,-nan,null,null,"2000-08-08","",null,null,Stratus 2
Sorca,1,"",270,1.16e+05,null,null,"2000-08-15",Napoved trikotnika 125km. Ker je veter na startu sele 15 cez ena nehal pihat dol sem bil zelo pozen tako da mi je zamnkovalo časa. Iz italije sem odletel proti triglavu in na koncu trente komej pobral tako da sem se odpeljal do triglava in nato do Sorce. Zmankalo mi je 3km.,3000,5,Stratus 2
Sorca,1,"",300,1.448e+05,null,null,"2000-08-17",Napoved povratka sorca Cuarnan in nazaj. Ponovitev drzavnega rekorda. Ponovil sem tudi rekord z obratno točko. Grega, Pavlič in jest smo se dobili ob 10ih v vasi. Jest sem potegnil prvi ob 11:30. Ob 12:00 sem bil na Tolminskem migovcu. Ob 12:30 sem bil na polovniku. Ob 14:00 sem slikal cuarnan. Ob 16:18 sem se vrnil na Lajnarja.,2200,5,Stratus 2
Sorca,1,"",120,-nan,null,null,"2000-08-18",Z gregatom na sorci a sem se obrnil pred krnom in šel pristat na Sorco. Kasneje smo se kopal v bohinju spotoma pa sem odpeljal se en tandem.,2000,null,Stratus 2
Sorca,1,"",120,44500,null,null,"2000-08-27",Močan vzhodnik. Zelo raztunban. Nizka inverzija 1500m Max višina 1900m. Prskok na vodli vrh ker se odzadej ni dal, pa potem na planico prmočen vzhodnik za krn pa potem čez joške v kobariški stol kjer me je z majhne višine pobral do antene kjer pa sem zgubil živce in šel pristat.,1900,null,Stratus 2
Sorca,1,"",240,1.1e+05,null,null,"2000-08-30",Močan zahodnik. Startal sem ob 11:00.Bil sem sam. Okoli črne prsti ni bilo težav. Imel pa sem težave na rodici in kasneje na prehodu na krn kjer sem se pobiral izpod sedlav rotorju saj je pihal zahodnik. Ob 13:19 sem obrnil mali verh. Vrnil pa sem se ob 12:47. Povprečna brzina 27,5km/h.,2300,7.2,Stratus 2
Zavrh,1,"",60,-nan,null,null,"2000-09-01","",null,null,Stratus 2
Planina,1,"",72,-nan,null,null,"2007-10-8",planina jadranje trening wingoverji sat,null,null,AvaxSR7
Planina,1,"",15,-nan,null,null,"2007-11-3",peš na planino in spust,null,null,AvaxSR7
Lisca,5,"",900,-nan,null,null,"2007-4-1",DpOpen metuljmanija,null,null,AvaxSR7
Sorca,1,"",371,-nan,null,null,"2007-4-11",Sorca gemona julici ratitovec julici bohinj,null,null,AvaxSR7
Sorca,1,"",330,-nan,null,null,"2007-4-6",Sorca 100km trikotnik stara vrhnika,null,null,AvaxSR7
Slivnica,1,"",96,-nan,null,null,"2007-4-9",Slivnica  čez ribnico ...,null,null,AvaxSR7
lesce,1,"",10,-nan,null,null,"2007-5-10",šolanje,null,null,L23
lesce,1,"",51,-nan,null,null,"2007-5-10",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-10",šolanje,null,null,L23
lesce,1,"",59,-nan,null,null,"2007-5-11",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-11",šolanje,null,null,L23
lesce,1,"",11,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",11,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",5,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",4,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",4,-nan,null,null,"2007-5-12",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-13",šolanje,null,null,L23
lesce,1,"",6,-nan,null,null,"2007-5-13",šolanje,null,null,L23
lesce,1,"",6,-nan,null,null,"2007-5-13",šolanje,null,null,L23
lesce,1,"",14,-nan,null,null,"2007-5-13",šolanje,null,null,L23
lesce,1,"",56,-nan,null,null,"2007-5-13",šolanje,null,null,L23
lesce,1,"",105,-nan,null,null,"2007-5-14",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-17",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-17",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-17",šolanje,null,null,L23
lesce,1,"",7,-nan,null,null,"2007-5-18",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-18",šolanje,null,null,L23
lesce,1,"",8,-nan,null,null,"2007-5-18",šolanje,null,null,L23
lesce,1,"",97,-nan,null,null,"2007-5-19",šolanje,null,null,L23
lesce,1,"",11,-nan,null,null,"2007-5-19",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-19",šolanje,null,null,L23
lesce,1,"",8,-nan,null,null,"2007-5-19",šolanje,null,null,L23
lesce,1,"",133,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",8,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-20",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-5",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-5",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",11,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",38,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-6",šolanje,null,null,L23
lesce,1,"",19,-nan,null,null,"2007-5-7",šolanje,null,null,L23
lesce,1,"",12,-nan,null,null,"2007-5-7",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-7",šolanje,null,null,L23
lesce,1,"",9,-nan,null,null,"2007-5-7",šolanje,null,null,L23
lesce,1,"",41,-nan,null,null,"2007-5-8",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-5-9",šolanje,null,null,L23
lesce,1,"",5,-nan,null,null,"2007-5-9",šolanje,null,null,L23
lesce,1,"",24,-nan,null,null,"2007-5-9",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-6-10",šolanje,null,null,L13
lesce,1,"",8,-nan,null,null,"2007-6-10",šolanje,null,null,L13
lesce,1,"",90,-nan,null,null,"2007-6-10",šolanje,null,null,L13
lesce,1,"",20,-nan,null,null,"2007-6-10",šolanje,null,null,L13
lesce,1,"",50,-nan,null,null,"2007-6-10",šolanje,null,null,L13
lesce,1,"",10,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",10,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",8,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",13,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",3,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",2,-nan,null,null,"2007-6-20",šolanje,null,null,L13
lesce,1,"",9,-nan,null,null,"2007-6-20",šolanje,null,null,L13
Ratitovec,1,"",136,-nan,null,null,"2007-6-21",RATITIOVEC OPEN,null,null,AvaxSR7
Ratitovec,1,"",131,-nan,null,null,"2007-6-23",RATITIOVEC OPEN,null,null,AvaxSR7
Ratitovec,1,"",148,-nan,null,null,"2007-6-24",RATITIOVEC OPEN,null,null,AvaxSR7
Buzet,1,"",211,-nan,null,null,"2007-7-1",ISTRA OPEN,null,null,AvaxSR7
lesce,1,"",9,-nan,null,null,"2007-7-14",šolanje,null,null,L13
lesce,1,"",8,-nan,null,null,"2007-7-14",šolanje,null,null,L13
lesce,1,"",16,-nan,null,null,"2007-7-14",šolanje,null,null,L13
lesce,1,"",16,-nan,null,null,"2007-7-14",šolanje,null,null,L13
lesce,1,"",10,-nan,null,null,"2007-7-14",šolanje,null,null,L13
lesce,1,"",12,-nan,null,null,"2007-7-14",šolanje,null,null,L13
Učka,1,"",172,-nan,null,null,"2007-7-21",Učka Stara vrhnika,null,null,AvaxSR7
Buzet,1,"",241,-nan,null,null,"2007-7-3",ISTRA OPEN,null,null,AvaxSR7
Buzet,1,"",190,-nan,null,null,"2007-7-5",ISTRA OPEN,null,null,AvaxSR7
lesce,1,"",38,-nan,null,null,"2007-7-8",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-7-8",šolanje,null,null,L23
lesce,1,"",10,-nan,null,null,"2007-7-8",šolanje,null,null,L13
Sorca,1,"",199,-nan,null,null,"2007-8-15",Na bohincih 1400baza triglav 2900,null,null,AvaxSR7
lesce,1,"",178,-nan,null,null,"2007-8-19",šolanje,null,null,L13
lesce,1,"",86,-nan,null,null,"2007-8-26",šolanje,null,null,L13
lesce,1,"",121,-nan,null,null,"2007-8-26",šolanje,null,null,L13
lesce,1,"",170,-nan,null,null,"2007-8-27",šolanje,null,null,L23
lesce,1,"",234,-nan,null,null,"2007-9-13",šolanje,null,null,L13
lesce,1,"",180,-nan,null,null,"2007-9-14",šolanje,null,null,L13
Zavrh,1,"",25,-nan,null,null,"2007-9-19",Zavrh nevihta na vrhniki pristanek škorpion,null,null,AvaxSR7
Zavrh,1,"",85,-nan,null,null,"2007-9-20",Zavrh 1600 planina domov,null,null,AvaxSR7
Zavrh,1,"",90,-nan,null,null,"2007-9-21",Zavrh levo desno pristanek pri avtu,null,null,AvaxSR7
Planina,1,"",14,-nan,null,null,"2007-9-22",skok iz planine,null,null,AvaxSR7
Slivnica,1,"",92,-nan,null,null,"2007-9-30",slivnica močan zahodnik,null,null,AvaxSR7
lesce,1,"",148,-nan,null,null,"2007-9-9",šolanje,null,null,L13
Slivnica,1,"",10,-nan,null,null,"2008-1-20",SLIVNICA  peš gor skok dol,null,null,AvaxSR7
Lijak,1,"",60,-nan,null,null,"2008-1-26",zimska liga jadranje,null,null,AvaxSR7
Strmca,1,"",3,-nan,null,null,"2008-1-27",akro padalo,null,null,AKRO
Ulavka,1,"",10,-nan,null,null,"2008-1-29",skok do doma,null,null,Magus
Brazilija Castelo,1,"",180,-nan,null,null,"2008-10-1",ful zafukan letenje po tleh,null,null,Magus
Brazilija Valadares,1,"",330,-nan,null,null,"2008-10-16",Z prevkotom sva odletelea 170km skor je ze zgledal da bo 200,null,null,Magus
Brazilija Valadares,1,"",30,-nan,null,null,"2008-10-17",Mal jadranje pa skok v dolino,null,null,Magus
Brazilija Castelo,1,"",180,-nan,null,null,"2008-10-2",isto sploh zadosti ljudi ni preletelo razdlaje za vlejavnost,null,null,Magus
Brazilija Rio,1,"",90,-nan,null,null,"2008-10-21",Jadranje okol štarta poizkušamo na razne načine ampak ne gre do jezusa,null,null,Magus
Ulavka,1,"",5,-nan,null,null,"2008-10-24",Predno gre erzo v bazil se je treba vržt iz ulavke,null,null,Magus
Brazilija Castelo,1,"",180,-nan,null,null,"2008-10-3",dobra tekmovalna tekma. Borim se za zmago z simčem se zapeljeva v stene na štartu a potem scuriva pred ciljem,null,null,Magus
Brazilija Castelo,1,"",180,-nan,null,null,"2008-10-4",ponovno jebena tekma. Scurim z podobnikom na prvi večjih skalah. Prevko se je čudežno pobral. Enako tudi brauner...,null,null,Magus
Brazilija Castelo,1,"",150,-nan,null,null,"2008-10-5",4.mesto ponovno,null,null,Magus
Brazilija Na vrhu Espirito Santa Peščine,1,"",10,-nan,null,null,"2008-10-8",jadranje na plaži,null,null,Magus
Lijak,1,"",60,-nan,null,null,"2008-11-17",Najprej peš gor potem pa super leteneje. Brez varija nad vse do škabrijela, rampe in pristanek.,null,null,Magus
Kovk,1,"",60,-nan,null,null,"2008-11-19",Jadranje z marlijem skoraj do predmeje. Drugače pa sem probaval sedež xcmaster za crosscountry...,null,null,Magus
Kovk,1,"",15,-nan,null,null,"2008-11-19",Drugi let popravek nastavitve sedeža..,null,null,Magus
Kovk,1,"",30,-nan,null,null,"2008-12-31",Na pol kreš na štartu,null,null,Magus
Lijak,1,"",15,-nan,null,null,"2008-12-7",Skok in curaža na pisto,null,null,AvaxSR7
Lijak,1,"",15,-nan,null,null,"2008-12-7",Peš nazaj z simeonom pa še en panoramc,null,null,AvaxSR7
Gozd,1,"",90,-nan,null,null,"2008-2-10",na krvavec in nazaj,null,null,Magus
Ulavka,1,"",15,-nan,null,null,"2008-2-11",skok do doma,null,null,Magus
Ulavka,1,"",10,-nan,null,null,"2008-2-14",skok do doma,null,null,Magus
Zavrh,1,"",45,-nan,null,null,"2008-2-16",zavrh – do doma razmeroma močan vetre potrebno je bilo počakat na štart,null,null,Magus
Lijak,1,"",60,-nan,null,null,"2008-2-17",veter. nizka baza 1400. domov nisem mogu zato pristanek na colu,null,null,Magus
Gozd,1,"",15,-nan,null,null,"2008-2-23",peljal sem matjaža,null,null,Tandem
Lijak,1,"",118,-nan,null,null,"2008-2-24",zimska liga jadranje,null,null,Magus
Lijak,1,"",5,-nan,null,null,"2008-2-26",zimska liga jadranje,null,null,Magus
Slivnica,1,"",15,-nan,null,null,"2008-3-15","",null,null,AvaxSR7
Bassano,1,"",132,-nan,null,null,"2008-3-18",Jadranje in nastavitve speeda,null,null,Magus
Bassano,1,"",240,-nan,null,null,"2008-3-19",Prva tekma velik zajeb z inštrumentom in markerjem,null,null,Magus
Vremščica,1,"",79,-nan,null,null,"2008-3-2",Jadranje in nastavitve speeda,null,null,Magus
Bassano,1,"",20,-nan,null,null,"2008-3-20",Tekma je odpovedana mal jadramo,null,null,Magus
Bassano,1,"",80,-nan,null,null,"2008-3-21",Tekma je skenslana nevihte pokrivanje letenje med oblaki in pristanek v močnem vetru,null,null,Magus
Prebold – Krvavec,1,"",30,-nan,null,null,"2008-3-30",Šolski teren Prebold potem pa odlično jadranje na Krvavcu,null,null,Domino in DHV 2 Gradient
šentviška planota,13,"",2,-nan,null,null,"2008-3-31",šolanje,null,null,Atlas
Zavrh,1,"",11,-nan,null,null,"2008-4-1",skok,null,null,Magus
Čedad,1,"",260,-nan,null,null,"2008-4-19",Čedad do razdrtega 90km,null,null,Magus
Zabočevo,1,"",90,-nan,null,null,"2008-4-24",Zabočevo jadranje trening pobiranja pristanek rakitna,null,null,Magus
Zavrh,1,"",15,-nan,null,null,"2008-4-26",Skok močan severo vshodnik,null,null,Magus
Ulavka,1,"",15,-nan,null,null,"2008-4-26",Skok močan severo vshodnik,null,null,Magus
Smuk,1,"",14,-nan,null,null,"2008-4-27",Liga cura,null,null,Magus
Smuk,1,"",143,-nan,null,null,"2008-4-27",Liga oblet discipline. Verjetno najhitrejši speed run.,null,null,Magus
Ulavka,1,"",18,-nan,null,null,"2008-4-3",Skok iz ulavke jadranje na stolpu,null,null,Magus
Pian kavalo,1,"",317,-nan,null,null,"2008-4-5",Let do sorice tako mraz da nisem mogel več,null,null,Magus
Lijak,1,"",99,-nan,null,null,"2008-4-6",Zimska liga 38km,null,null,Magus
Zavrh,1,"",3,-nan,null,null,"2008-5-11",Curaža po peti uri,null,null,Magus
Zabočevo,1,"",65,-nan,null,null,"2008-5-14",Jadranje po dolini pristanek na rakitni,null,null,AvaxSR7
Grindevald,1,"",120,-nan,null,null,"2008-5-25",PWC ukurcu tekma 40km,null,null,Magus
Grindevald,1,"",120,-nan,null,null,"2008-5-28",PWC ukurcu tekma 40km zglanje levo desno po enem grebuenu.. Cel teden v kurcu vreme rez. Urban 40 jaz 80,null,null,Magus
Poggio Bustone,1,"",114,-nan,null,null,"2008-5-3",PWC tening dan,null,null,Magus
Poggio Bustone,1,"",240,-nan,null,null,"2008-5-4",PWC prva tekma 8.v cilju. Nastavljen sem bil za zmago. Skupina meujame juri je bil po tem še vedno nastavljen za zmago vendar mu nuspe. Scuri,null,null,Magus
Poggio Bustone,1,"",0,-nan,null,null,"2008-5-5",Tekma je odpovedana,null,null,Magus
Poggio Bustone,1,"",143,-nan,null,null,"2008-5-6",PWC druga tekma prvi porinem proti cilju. Nekoliko nizko vendar so vsi ki so bili nižje naredili. Jaz začnem cincat in  izgubim pozicijo. Na koncu 18. v cilju takoj za urbanom,null,null,Magus
Poggio Bustone,1,"",93,-nan,null,null,"2008-5-7",PWC tekma je v zraku odpovedana,null,null,Magus
Poggio Bustone,1,"",244,-nan,null,null,"2008-5-8",PWC tekma v ne morem zadržat in letet skupaj z prvo skupino. Problemi povsod. V cilj pridem okoli 70. Mesta,null,null,Magus
Poggio Bustone,1,"",270,-nan,null,null,"2008-5-9",PWC tekma, super disciplina litimo špuro 113km, super vreme čez hribe z fenomenalnimi višinami. Zataknem se na enem kurčevem hribu v leesideu. Na kuncu pride 5 pilotov v cilj. Vsi ostali smo v rangu nekaj kilometrov od cilja. Po tem tekmovanju sem na 9.mestu skupno. Urban 1. Podobnik 2. Slovenia team 1.mesto.,null,null,Magus
Slivnica,1,"",35,-nan,null,null,"2008-6-1",Letenje proti zabpčevem curaža, erzo je lepo pokazal kako se leti na nizkem in položnem terenu,null,null,AvaxSR7
Strmica,1,"",30,-nan,null,null,"2008-6-11",Test novega sedeža,null,null,Magus
Stolp,1,"",5,-nan,null,null,"2008-6-13",Acro padalo test,null,null,Sonic
Stolp,1,"",5,-nan,null,null,"2008-6-13",Acro padalo test,null,null,Sonic
Castehon de sos,1,"",93,-nan,null,null,"2008-6-14",PWC trening dan,null,null,Magus
Castehon de sos,1,"",25,-nan,null,null,"2008-6-15",Cancel bežanje v dolino,null,null,Magus
Castehon de sos,1,"",99,-nan,null,null,"2008-6-17",Hitra tekma okili doline v cilju okoli 40 vendar 900 točk,null,null,Magus
Castehon de sos,1,"",315,-nan,null,null,"2008-6-18",Dolga disciplina 140 v špuro,null,null,Magus
Castehon de sos,1,"",316,-nan,null,null,"2008-6-19",Najbolj zajebana disciplina ki sem jo letel kvadrat 90km zadnji v cilju. Zaveterne točke totalna jeba,null,null,Magus
Castehon de sos,1,"",85,-nan,null,null,"2008-6-20",Prekinjena disciplina. Task komite je debiln. Gremo domov ker se je prejšnji dan ubil Dimiter,null,null,Magus
Zabočevo,1,"",10,-nan,null,null,"2008-6-21",Skok pa peš po avto,null,null,Sonic
Krvavec,1,"",270,-nan,null,null,"2008-6-25",2. mesto drugače sem imel 30min za zmago,null,null,Magus
Ratitovec,1,"",75,-nan,null,null,"2008-6-26",7.mesto,null,null,Magus
Stolp,1,"",10,-nan,null,null,"2008-6-26",skok,null,null,Sonic
Ratitovec,1,"",158,-nan,null,null,"2008-6-27",1.mesto,null,null,Magus
Ratitovec,1,"",127,-nan,null,null,"2008-6-28",2.mesto in skupno drugo mesto,null,null,Magus
Stolp,1,"",10,-nan,null,null,"2008-6-3",Skok dol in en full stall,null,null,Stream
Kuk-kobarid,1,"",15,-nan,null,null,"2008-6-7",Skok kobartid adrenalin POP TV,null,null,Stream
Stolp,1,"",10,-nan,null,null,"2008-6-8",Skok  iz hriba po nevihti katero sem pravilno predvideval da gre mimo,null,null,Stream
Zavrh,1,"",65,-nan,null,null,"2008-6-9",jadranje in akro,null,null,Stream
